Border,Date,Measure,Value,Average
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,190161,249567
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,135819,141491
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Full,118157,107721
US-Canada Border,09/01/2005 12:00:00 AM,Truck Containers Empty,84573,88789
US-Canada Border,09/01/2005 12:00:00 AM,Pedestrians,55313,50584
US-Canada Border,09/01/2005 12:00:00 AM,Rail Containers Empty,38882,43783
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,31647,30865
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,27603,27812
US-Canada Border,09/01/2005 12:00:00 AM,Train Passengers,24526,23196
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19847,19398
US-Canada Border,09/01/2005 12:00:00 AM,Buses,17042,11684
US-Canada Border,09/01/2005 12:00:00 AM,Trains,2779,2519
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,1498,1034
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,809,724
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,14572074,14149015
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicles,7351912,6543517
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,5469920,5742916
US-Mexico Border,09/01/2004 12:00:00 AM,Pedestrians,3428943,3680768
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicles,2758081,2708856
US-Canada Border,09/01/2004 12:00:00 AM,Trucks,602098,513933
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Full,500366,381893
US-Canada Border,09/01/2004 12:00:00 AM,Bus Passengers,386208,278191
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,369295,401274
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,244162,249594
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,234611,256497
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,138611,141505
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Full,122446,107647
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Empty,83785,88814
US-Canada Border,09/01/2004 12:00:00 AM,Pedestrians,71762,50477
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Empty,38051,43812
US-Canada Border,09/01/2004 12:00:00 AM,Train Passengers,29687,23163
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,29428,30872
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,25876,27822
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,22198,19384
US-Canada Border,09/01/2004 12:00:00 AM,Buses,15098,11666
US-Canada Border,09/01/2004 12:00:00 AM,Trains,2649,2518
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,1024,1034
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,628,725
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,15497771,14142168
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicles,7234559,6540009
US-Canada Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,5441911,5744444
US-Mexico Border,09/01/2003 12:00:00 AM,Pedestrians,3673315,3680806
US-Canada Border,09/01/2003 12:00:00 AM,Personal Vehicles,2661644,2709095
US-Canada Border,09/01/2003 12:00:00 AM,Trucks,600016,513496
US-Canada Border,09/01/2003 12:00:00 AM,Truck Containers Full,498127,381303
US-Canada Border,09/01/2003 12:00:00 AM,Bus Passengers,380195,277674
US-Mexico Border,09/01/2003 12:00:00 AM,Trucks,345770,401556
US-Mexico Border,09/01/2003 12:00:00 AM,Bus Passengers,268252,249499
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Full,209685,256734
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Empty,141501,141505
US-Canada Border,09/01/2003 12:00:00 AM,Rail Containers Full,117584,107596
US-Canada Border,09/01/2003 12:00:00 AM,Pedestrians,98142,50235
US-Canada Border,09/01/2003 12:00:00 AM,Truck Containers Empty,82754,88845
US-Canada Border,09/01/2003 12:00:00 AM,Rail Containers Empty,39255,43835
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Empty,26199,30896
US-Mexico Border,09/01/2003 12:00:00 AM,Buses,22148,19370
US-Canada Border,09/01/2003 12:00:00 AM,Train Passengers,21474,23172
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Full,21083,27856
US-Canada Border,09/01/2003 12:00:00 AM,Buses,15047,11649
US-Canada Border,09/01/2003 12:00:00 AM,Trains,2895,2516
US-Mexico Border,09/01/2003 12:00:00 AM,Train Passengers,1049,1034
US-Mexico Border,09/01/2003 12:00:00 AM,Trains,633,725
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,16246655,14131431
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicles,7480380,6535211
US-Canada Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,5983970,5743222
US-Mexico Border,09/01/2002 12:00:00 AM,Pedestrians,3843959,3679973
US-Canada Border,09/01/2002 12:00:00 AM,Personal Vehicles,2893435,2708155
US-Canada Border,09/01/2002 12:00:00 AM,Trucks,587262,513120
US-Canada Border,09/01/2002 12:00:00 AM,Truck Containers Full,492669,380734
US-Canada Border,09/01/2002 12:00:00 AM,Bus Passengers,463219,276727
US-Mexico Border,09/01/2002 12:00:00 AM,Trucks,349746,401820
US-Mexico Border,09/01/2002 12:00:00 AM,Bus Passengers,274867,249370
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Full,196385,257042
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Empty,146454,141480
US-Canada Border,09/01/2002 12:00:00 AM,Pedestrians,143485,49759
US-Canada Border,09/01/2002 12:00:00 AM,Rail Containers Full,120156,107532
US-Canada Border,09/01/2002 12:00:00 AM,Truck Containers Empty,86248,88858
US-Canada Border,09/01/2002 12:00:00 AM,Rail Containers Empty,36743,43871
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Empty,25846,30922
US-Mexico Border,09/01/2002 12:00:00 AM,Buses,24380,19344
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Full,22884,27881
US-Canada Border,09/01/2002 12:00:00 AM,Train Passengers,21067,23183
US-Canada Border,09/01/2002 12:00:00 AM,Buses,16899,11622
US-Canada Border,09/01/2002 12:00:00 AM,Trains,2894,2514
US-Mexico Border,09/01/2002 12:00:00 AM,Train Passengers,1102,1034
US-Mexico Border,09/01/2002 12:00:00 AM,Trains,621,726
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,13335293,14135514
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,6141497,6537230
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,5667660,5743609
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,3827169,3679218
US-Canada Border,09/01/2001 12:00:00 AM,Personal Vehicles,2572008,2708853
US-Canada Border,09/01/2001 12:00:00 AM,Trucks,542154,512971
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Full,433313,380465
US-Canada Border,09/01/2001 12:00:00 AM,Bus Passengers,408931,276049
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,402172
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,249435
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,257445
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,141415
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Full,103044,107555
US-Canada Border,09/01/2001 12:00:00 AM,Truck Containers Empty,80054,88903
US-Canada Border,09/01/2001 12:00:00 AM,Pedestrians,59148,49711
US-Canada Border,09/01/2001 12:00:00 AM,Rail Containers Empty,36252,43911
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,30947
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,27906
US-Canada Border,09/01/2001 12:00:00 AM,Train Passengers,22047,23189
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,19336
US-Canada Border,09/01/2001 12:00:00 AM,Buses,15102,11604
US-Canada Border,09/01/2001 12:00:00 AM,Trains,2661,2514
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,1032
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,726
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,14106696
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,5731571
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,6531936
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,3678592
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,2705418
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,512581
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,274621
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454959,380081
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,402354
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,249638
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,257996
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,141554
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104355,107572
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,75016,88975
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58446,49666
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32360,43970
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,24877,23180
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,27923
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,30994
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,19328
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20752,11557
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2808,2512
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,1029
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,727
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,14076144
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,8054542,5719535
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,6527737
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,3679165
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicles,3405350,2701791
US-Canada Border,09/01/1999 12:00:00 AM,Trucks,588852,512186
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Full,448447,379727
US-Canada Border,09/01/1999 12:00:00 AM,Bus Passengers,428805,273822
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,402566
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,249523
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,258344
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,141431
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Full,89203,107667
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Empty,70329,89071
US-Canada Border,09/01/1999 12:00:00 AM,Pedestrians,52797,49650
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Empty,28174,44052
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,19298
US-Canada Border,09/01/1999 12:00:00 AM,Train Passengers,24431,23173
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,31029
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,27960
US-Canada Border,09/01/1999 12:00:00 AM,Buses,18072,11524
US-Canada Border,09/01/1999 12:00:00 AM,Trains,2574,2512
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,1028
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,524,728
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,18002059,14055697
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,7947548,5707931
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicles,6718247,6526744
US-Canada Border,09/01/1998 12:00:00 AM,Personal Vehicles,3285508,2698751
US-Mexico Border,09/01/1998 12:00:00 AM,Pedestrians,3144234,3681951
US-Canada Border,09/01/1998 12:00:00 AM,Trucks,558764,511943
US-Canada Border,09/01/1998 12:00:00 AM,Bus Passengers,389230,273221
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Full,386625,379691
US-Mexico Border,09/01/1998 12:00:00 AM,Trucks,329505,402946
US-Mexico Border,09/01/1998 12:00:00 AM,Bus Passengers,264794,249443
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Full,159594,258858
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Empty,136171,141458
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Full,82515,107798
US-Canada Border,09/01/1998 12:00:00 AM,Truck Containers Empty,65142,89196
US-Canada Border,09/01/1998 12:00:00 AM,Pedestrians,53868,49628
US-Canada Border,09/01/1998 12:00:00 AM,Rail Containers Empty,25614,44148
US-Canada Border,09/01/1998 12:00:00 AM,Train Passengers,22484,23177
US-Mexico Border,09/01/1998 12:00:00 AM,Buses,20880,19290
US-Canada Border,09/01/1998 12:00:00 AM,Buses,16735,11496
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Empty,16533,31104
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Full,15772,28024
US-Canada Border,09/01/1998 12:00:00 AM,Trains,2746,2511
US-Mexico Border,09/01/1998 12:00:00 AM,Train Passengers,778,1029
US-Mexico Border,09/01/1998 12:00:00 AM,Trains,497,729
US-Mexico Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,18215919,14033916
US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,8599309,5692793
US-Mexico Border,09/01/1997 12:00:00 AM,Personal Vehicles,6787236,6525380
US-Mexico Border,09/01/1997 12:00:00 AM,Pedestrians,3444801,3683192
US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,3417495,2694988
US-Canada Border,09/01/1997 12:00:00 AM,Trucks,510671,511950
US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,385965,272631
US-Mexico Border,09/01/1997 12:00:00 AM,Trucks,318753,403387
US-Mexico Border,09/01/1997 12:00:00 AM,Bus Passengers,279337,249287
US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,224145,380505
US-Mexico Border,09/01/1997 12:00:00 AM,Truck Containers Empty,155129,141387
US-Mexico Border,09/01/1997 12:00:00 AM,Truck Containers Full,150031,259428
US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,76543,49487
US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,39153,108157
US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,37077,89469
US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,20985,23188
US-Mexico Border,09/01/1997 12:00:00 AM,Buses,20710,19283
US-Canada Border,09/01/1997 12:00:00 AM,Buses,16102,11472
US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,15457,44298
US-Mexico Border,09/01/1997 12:00:00 AM,Rail Containers Empty,14857,31189
US-Mexico Border,09/01/1997 12:00:00 AM,Rail Containers Full,14424,28095
US-Canada Border,09/01/1997 12:00:00 AM,Trains,2867,2509
US-Mexico Border,09/01/1997 12:00:00 AM,Train Passengers,843,1030
US-Mexico Border,09/01/1997 12:00:00 AM,Trains,682,729
US-Mexico Border,09/01/1996 12:00:00 AM,Personal Vehicle Passengers,14092606,14033607
US-Canada Border,09/01/1996 12:00:00 AM,Personal Vehicle Passengers,9194740,5674361
US-Mexico Border,09/01/1996 12:00:00 AM,Personal Vehicles,5059547,6533095
US-Canada Border,09/01/1996 12:00:00 AM,Personal Vehicles,3476628,2690874
US-Mexico Border,09/01/1996 12:00:00 AM,Pedestrians,2605460,3688865
US-Canada Border,09/01/1996 12:00:00 AM,Trucks,458830,512230
US-Canada Border,09/01/1996 12:00:00 AM,Bus Passengers,387914,272024
US-Mexico Border,09/01/1996 12:00:00 AM,Trucks,252736,404180
US-Mexico Border,09/01/1996 12:00:00 AM,Bus Passengers,133607,249895
US-Mexico Border,09/01/1996 12:00:00 AM,Truck Containers Full,126057,260130
US-Canada Border,09/01/1996 12:00:00 AM,Truck Containers Full,105711,381951
US-Mexico Border,09/01/1996 12:00:00 AM,Truck Containers Empty,100979,141599
US-Canada Border,09/01/1996 12:00:00 AM,Pedestrians,70269,49377
US-Canada Border,09/01/1996 12:00:00 AM,Rail Containers Full,25501,108592
US-Canada Border,09/01/1996 12:00:00 AM,Truck Containers Empty,20155,89834
US-Canada Border,09/01/1996 12:00:00 AM,Train Passengers,19154,23210
US-Canada Border,09/01/1996 12:00:00 AM,Buses,16724,11445
US-Mexico Border,09/01/1996 12:00:00 AM,Rail Containers Full,13908,28170
US-Mexico Border,09/01/1996 12:00:00 AM,Rail Containers Empty,12090,31290
US-Canada Border,09/01/1996 12:00:00 AM,Rail Containers Empty,9702,44480
US-Mexico Border,09/01/1996 12:00:00 AM,Buses,9643,19333
US-Canada Border,09/01/1996 12:00:00 AM,Trains,2706,2508
US-Mexico Border,09/01/1996 12:00:00 AM,Train Passengers,719,1032
US-Mexico Border,09/01/1996 12:00:00 AM,Trains,516,731
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,12338175,14042577
US-Mexico Border,08/01/2018 12:00:00 AM,Personal Vehicles,6554844,6532980
US-Canada Border,08/01/2018 12:00:00 AM,Personal Vehicle Passengers,6367333,5670695
US-Mexico Border,08/01/2018 12:00:00 AM,Pedestrians,3851303,3688005
US-Canada Border,08/01/2018 12:00:00 AM,Personal Vehicles,2999558,2689241
US-Mexico Border,08/01/2018 12:00:00 AM,Trucks,552741,403394
US-Canada Border,08/01/2018 12:00:00 AM,Trucks,508622,512249
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Full,401582,259382
US-Canada Border,08/01/2018 12:00:00 AM,Truck Containers Full,377595,381974
US-Canada Border,08/01/2018 12:00:00 AM,Bus Passengers,239821,272194
US-Mexico Border,08/01/2018 12:00:00 AM,Bus Passengers,218838,250060
US-Mexico Border,08/01/2018 12:00:00 AM,Truck Containers Empty,159349,141505
US-Canada Border,08/01/2018 12:00:00 AM,Rail Containers Full,148925,108379
US-Canada Border,08/01/2018 12:00:00 AM,Truck Containers Empty,141581,89560
US-Canada Border,08/01/2018 12:00:00 AM,Pedestrians,83530,49197
US-Canada Border,08/01/2018 12:00:00 AM,Rail Containers Empty,60159,44397
US-Canada Border,08/01/2018 12:00:00 AM,Train Passengers,55602,23038
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Empty,42889,31229
US-Mexico Border,08/01/2018 12:00:00 AM,Rail Containers Full,40034,28107
US-Mexico Border,08/01/2018 12:00:00 AM,Buses,14961,19357
US-Canada Border,08/01/2018 12:00:00 AM,Buses,9222,11456
US-Canada Border,08/01/2018 12:00:00 AM,Trains,2099,2510
US-Mexico Border,08/01/2018 12:00:00 AM,Trains,928,730
US-Mexico Border,08/01/2018 12:00:00 AM,Train Passengers,909,1033
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,12274160,14051984
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,6533089
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,5667612
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,3689082
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,2687751
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,402754
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,515625,512231
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378644,381992
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,258838
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,272354
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,250443
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,141406
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,148344,89247
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,108189
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72595,49072
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,44277
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,22914
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,31167
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,28029
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14477,19383
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10129,11463
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,2513
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,728
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,1033
US-Mexico Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,11934276,14063308
US-Mexico Border,08/01/2016 12:00:00 AM,Personal Vehicles,6340847,6534117
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,6060320,5665512
